"filename", "language", "JSON", "YAML", "Markdown", "JavaScript", "Ignore", "XML", "JavaScript JSX", "JSON with Comments", "HTML", "PostCSS", "Rust", "comment", "blank", "total"
"h:\tools\cyclemetry\app\src\features\widget-preview\utils\formatUtils.js", "JavaScript", 0, 0, 0, 167, 0, 0, 0, 0, 0, 0, 0, 4, 29, 200
"h:\tools\cyclemetry\app\src\features\widget-preview\utils\metricWidgetPreviewModel.js", "JavaScript", 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 3, 8, 78
"h:\tools\cyclemetry\app\src\features\widget-preview\utils\routeGeometry.js", "JavaScript", 0, 0, 0, 184, 0, 0, 0, 0, 0, 0, 0, 4, 27, 215
"h:\tools\cyclemetry\app\src\features\widget-preview\utils\shadowUtils.js", "JavaScript", 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 4, 15, 65
"h:\tools\cyclemetry\app\src\features\widget-preview\utils\svgPreviewUtils.js", "JavaScript", 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 3, 29, 140
"h:\tools\cyclemetry\app\src\features\widget-preview\utils\textMeasurement.js", "JavaScript", 0, 0, 0, 217, 0, 0, 0, 0, 0, 0, 0, 4, 32, 253
"h:\tools\cyclemetry\app\src\hooks\use-as-ref.js", "JavaScript", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 9, 7, 26
"h:\tools\cyclemetry\app\src\hooks\use-isomorphic-layout-effect.js", "JavaScript", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 4, 10
"h:\tools\cyclemetry\app\src\hooks\use-lazy-ref.js", "JavaScript", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 9, 6, 24
"h:\tools\cyclemetry\app\src\hooks\useAppStoreSelectors.js", "JavaScript", 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 23, 7, 109
"h:\tools\cyclemetry\app\src\hooks\useAvailableFonts.js", "JavaScript", 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 11, 11, 63
"h:\tools\cyclemetry\app\src\index.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 261, 0, 4, 27, 292
"h:\tools\cyclemetry\app\src\lib\color-utils.js", "JavaScript", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 22, 11, 70
"h:\tools\cyclemetry\app\src\lib\compose-refs.js", "JavaScript", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 28, 9, 74
"h:\tools\cyclemetry\app\src\lib\config-utils.js", "JavaScript", 0, 0, 0, 180, 0, 0, 0, 0, 0, 0, 0, 64, 35, 279
"h:\tools\cyclemetry\app\src\lib\fonts.js", "JavaScript", 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 33, 8, 72
"h:\tools\cyclemetry\app\src\lib\geometryUtils.js", "JavaScript", 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 66, 31, 202
"h:\tools\cyclemetry\app\src\lib\interpolation.js", "JavaScript", 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 29, 14, 92
"h:\tools\cyclemetry\app\src\lib\previewPerf.js", "JavaScript", 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 16, 75
"h:\tools\cyclemetry\app\src\lib\theme.js", "JavaScript", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 9, 5, 28
"h:\tools\cyclemetry\app\src\lib\update-rate.js", "JavaScript", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 26, 9, 72
"h:\tools\cyclemetry\app\src\lib\utils.js", "JavaScript", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 9, 3, 17
"h:\tools\cyclemetry\app\src\lib\widget-config.js", "JavaScript", 0, 0, 0, 210, 0, 0, 0, 0, 0, 0, 0, 74, 45, 329
"h:\tools\cyclemetry\app\src\main.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 3, 3, 15
"h:\tools\cyclemetry\app\src\store\slices\createEditorSlice.js", "JavaScript", 0, 0, 0, 181, 0, 0, 0, 0, 0, 0, 0, 10, 44, 235
"h:\tools\cyclemetry\app\src\store\slices\createMediaSlice.js", "JavaScript", 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 9, 19, 121
"h:\tools\cyclemetry\app\src\store\slices\createTemplateSlice.js", "JavaScript", 0, 0, 0, 278, 0, 0, 0, 0, 0, 0, 0, 10, 49, 337
"h:\tools\cyclemetry\app\src\store\slices\createVideoImportSlice.js", "JavaScript", 0, 0, 0, 123, 0, 0, 0, 0, 0, 0, 0, 1, 20, 144
"h:\tools\cyclemetry\app\src\store\store-utils.js", "JavaScript", 0, 0, 0, 129, 0, 0, 0, 0, 0, 0, 0, 63, 24, 216
"h:\tools\cyclemetry\app\src\store\useStore.js", "JavaScript", 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 14, 9, 61
"h:\tools\cyclemetry\app\vite.config.js", "JavaScript", 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 8, 12, 105
"h:\tools\cyclemetry\bugs-to-be-fixed.md", "Markdown", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"h:\tools\cyclemetry\docs\ARCHITECTURE.md", "Markdown", 0, 0, 781, 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 895
"h:\tools\cyclemetry\docs\ffmpeg-bundle-notice-template.md", "Markdown", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 14
"h:\tools\cyclemetry\docs\portable-distribution.md", "Markdown", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 36
"h:\tools\cyclemetry\gpu-render.md", "Markdown", 0, 0, 280, 0, 0, 0, 0, 0, 0, 0, 0, 0, 133, 413
"h:\tools\cyclemetry\package-lock.json", "JSON", 5911, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5912
"h:\tools\cyclemetry\package.json", "JSON", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 32
"h:\tools\cyclemetry\pnpm-lock.yaml", "YAML", 0, 6212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1491, 7703
"h:\tools\cyclemetry\pnpm-workspace.yaml", "YAML", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"h:\tools\cyclemetry\scripts\install-ffmpeg.mjs", "JavaScript", 0, 0, 0, 263, 0, 0, 0, 0, 0, 0, 0, 0, 41, 304
"h:\tools\cyclemetry\scripts\package-portable.mjs", "JavaScript", 0, 0, 0, 119, 0, 0, 0, 0, 0, 0, 0, 1, 16, 136
"h:\tools\cyclemetry\scripts\tauri.mjs", "JavaScript", 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 5, 44
"h:\tools\cyclemetry\src-tauri\build.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 1, 7
"h:\tools\cyclemetry\src-tauri\capabilities\default.json", "JSON", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18
"h:\tools\cyclemetry\src-tauri\icons\android\mipmap-anydpi-v26\ic_launcher.xml", "XML", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5
"h:\tools\cyclemetry\src-tauri\icons\android\values\ic_launcher_background.xml", "XML", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 4
"h:\tools\cyclemetry\src-tauri\icons\icon.svg", "XML", 0, 0, 0, 0, 0, 135, 0, 0, 0, 0, 0, 1, 2, 138
"h:\tools\cyclemetry\src-tauri\icons\logo.svg", "XML", 0, 0, 0, 0, 0, 142, 0, 0, 0, 0, 0, 1, 2, 145
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\activity\interpolate.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 259, 46, 16, 321
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\activity\mod.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 148, 23, 20, 191
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\activity\schema.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 90, 10, 194
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\activity\trim.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 219, 24, 13, 256
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\commands\mod.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 505, 87, 63, 655
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\commands\tests\commands_tests.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 267, 0, 34, 301
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\config\mod.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 484, 107, 26, 617
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\config\tests\config_tests.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 128, 4, 9, 141
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\debug\mod.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 31, 10, 117
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\codec_detect.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 704, 21, 24, 749
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\ffmpeg.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 301, 34, 21, 356
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\ffmpeg_composite.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 328, 56, 25, 409
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\ffmpeg_composite_profiles.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 221, 17, 11, 249
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\fps.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 24, 12, 106
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\mod.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 19, 2, 33
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\progress.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 33, 28, 184
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\tests\ffmpeg_composite_tests.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 565, 0, 59, 624
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\tests\fps_tests.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 4, 8, 57
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\tests\video_composite_pipeline_tests.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 835, 0, 83, 918
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\video.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 676, 59, 63, 798
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\video_composite_debug.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 209, 29, 16, 254
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\video_composite_pipeline.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 680, 77, 49, 806
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\video_debug.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 299, 29, 23, 351
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\video_pipeline.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 438, 49, 31, 518
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\video_probe.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 236, 11, 35, 282
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\lib.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 15, 2, 23
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\format.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 659, 43, 36, 738
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\mod.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 490, 60, 37, 587
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\surface.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 11, 6, 49
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\text.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 39, 32, 324
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\common.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 662, 59, 54, 775
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\elevation.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 834, 46, 54, 934
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\mod.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 15, 8, 64
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\route.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 525, 41, 40, 606
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\types.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 168, 23, 19, 210
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\value.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 793, 58, 69, 920
"h:\tools\cyclemetry\src-tauri\src\bin\parallel_render.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 2, 16, 71
"h:\tools\cyclemetry\src-tauri\src\bin\render_preview.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 206, 0, 21, 227
"h:\tools\cyclemetry\src-tauri\src\bin\render_video.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 0, 11, 120
"h:\tools\cyclemetry\src-tauri\src\bin\validate_activity.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 6, 38
"h:\tools\cyclemetry\src-tauri\src\lib.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 266, 58, 37, 361
"h:\tools\cyclemetry\src-tauri\src\main.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 2, 7
"h:\tools\cyclemetry\src-tauri\src\video_server.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 554, 75, 77, 706
"h:\tools\cyclemetry\src-tauri\tauri.conf.json", "JSON", 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 56
"h:\tools\cyclemetry\src-tauri\tauri.macos.conf.json", "JSON", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"h:\tools\cyclemetry\temp_ignore\backend_migration_assessment.md", "Markdown", 0, 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 137
"h:\tools\cyclemetry\temp_ignore\cache_building_fix.md", "Markdown", 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 84
"h:\tools\cyclemetry\temp_ignore\front-backend-workflow.md", "Markdown", 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 57
"h:\tools\cyclemetry\temp_ignore\frontend_implementation_plan.md", "Markdown", 0, 0, 188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 258
"h:\tools\cyclemetry\temp_ignore\local-http-video-stream.md", "Markdown", 0, 0, 927, 0, 0, 0, 0, 0, 0, 0, 0, 0, 376, 1303
"h:\tools\cyclemetry\temp_ignore\mp4-Phase5.md", "Markdown", 0, 0, 452, 0, 0, 0, 0, 0, 0, 0, 0, 0, 140, 592
"h:\tools\cyclemetry\temp_ignore\mp4-compositing.md", "Markdown", 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 68
"h:\tools\cyclemetry\temp_ignore\mp4-plan.md", "Markdown", 0, 0, 484, 0, 0, 0, 0, 0, 0, 0, 0, 0, 184, 668
"h:\tools\cyclemetry\temp_ignore\mp4-preview.md", "Markdown", 0, 0, 207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 314
"h:\tools\cyclemetry\temp_ignore\mp4-prompts.md", "Markdown", 0, 0, 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 185
"h:\tools\cyclemetry\temp_ignore\phase-5-GPT-compositing-implementation-plan.md", "Markdown", 0, 0, 2184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1037, 3221
"h:\tools\cyclemetry\temp_ignore\phase-5-mp4-compositing-refined-v2.md", "Markdown", 0, 0, 967, 0, 0, 0, 0, 0, 0, 0, 0, 0, 384, 1351
"h:\tools\cyclemetry\temp_ignore\rust_skia_plan.md", "Markdown", 0, 0, 334, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 404
"h:\tools\cyclemetry\temp_ignore\rust_skia_plan_final.md", "Markdown", 0, 0, 870, 0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 1030
"h:\tools\cyclemetry\temp_ignore\rust_vello_plan.md", "Markdown", 0, 0, 258, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 334
"h:\tools\cyclemetry\temp_ignore\serial-render-refactor.md", "Markdown", 0, 0, 284, 0, 0, 0, 0, 0, 0, 0, 0, 0, 151, 435
"h:\tools\cyclemetry\temp_ignore\strategy.md", "Markdown", 0, 0, 531, 0, 0, 0, 0, 0, 0, 0, 0, 0, 232, 763
"h:\tools\cyclemetry\templates\4k_new_template.json", "JSON", 348, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 349
"h:\tools\cyclemetry\templates\a_4k_red_template.json", "JSON", 379, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 379
"h:\tools\cyclemetry\templates\initconfig.json", "JSON", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 28
"h:\tools\cyclemetry\templates\parallel1.json", "JSON", 353, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 354
"h:\tools\cyclemetry\templates\parallel2.json", "JSON", 353, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 354
"h:\tools\cyclemetry\templates\parallel3.json", "JSON", 353, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 354
"h:\tools\cyclemetry\templates\pepega_safa_brian_a_4k.json", "JSON", 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 118
"h:\tools\cyclemetry\templates\recent-template.json", "JSON", 329, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 330
"h:\tools\cyclemetry\templates\safa_brian_a_4k_gradient.json", "JSON", 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 114
"h:\tools\cyclemetry\templates\safa_brian_a_4k_no_elevation.json", "JSON", 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 93
"h:\tools\cyclemetry\templates\test_template.json", "JSON", 239, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 239
"Total", "-", 16225, 9802, 13976, 9018, 5, 499, 6561, 9, 19, 261, 13615, 5280, 11200, 86470
