"filename", "language", "JSON", "Rust", "Markdown", "YAML", "JavaScript", "XML", "HTML", "JSON with Comments", "Ignore", "JavaScript JSX", "PostCSS", "comment", "blank", "total"
"h:\tools\cyclemetry\app\src\features\widget-preview\utils\formatUtils.js", "JavaScript", 0, 0, 0, 0, 167, 0, 0, 0, 0, 0, 0, 85, 31, 283
"h:\tools\cyclemetry\app\src\features\widget-preview\utils\metricWidgetPreviewModel.js", "JavaScript", 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 16, 8, 91
"h:\tools\cyclemetry\app\src\features\widget-preview\utils\routeGeometry.js", "JavaScript", 0, 0, 0, 0, 184, 0, 0, 0, 0, 0, 0, 110, 28, 322
"h:\tools\cyclemetry\app\src\features\widget-preview\utils\shadowUtils.js", "JavaScript", 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 34, 15, 95
"h:\tools\cyclemetry\app\src\features\widget-preview\utils\svgPreviewUtils.js", "JavaScript", 0, 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 106, 29, 243
"h:\tools\cyclemetry\app\src\features\widget-preview\utils\textMeasurement.js", "JavaScript", 0, 0, 0, 0, 217, 0, 0, 0, 0, 0, 0, 82, 34, 333
"h:\tools\cyclemetry\app\src\features\widget-preview\utils\textWidgetPreviewModel.js", "JavaScript", 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 10, 6, 58
"h:\tools\cyclemetry\app\src\hooks\use-as-ref.js", "JavaScript", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 9, 7, 26
"h:\tools\cyclemetry\app\src\hooks\use-isomorphic-layout-effect.js", "JavaScript", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 4, 10
"h:\tools\cyclemetry\app\src\hooks\use-lazy-ref.js", "JavaScript", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 9, 6, 24
"h:\tools\cyclemetry\app\src\hooks\useAppStoreSelectors.js", "JavaScript", 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 23, 7, 109
"h:\tools\cyclemetry\app\src\hooks\useAvailableFonts.js", "JavaScript", 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 11, 11, 63
"h:\tools\cyclemetry\app\src\index.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 259, 4, 27, 290
"h:\tools\cyclemetry\app\src\lib\activity\cache.js", "JavaScript", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 18, 5, 33
"h:\tools\cyclemetry\app\src\lib\activity\fit-parser.js", "JavaScript", 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 16, 10, 96
"h:\tools\cyclemetry\app\src\lib\activity\gap-utils.js", "JavaScript", 0, 0, 0, 0, 243, 0, 0, 0, 0, 0, 0, 89, 46, 378
"h:\tools\cyclemetry\app\src\lib\activity\import-activity.js", "JavaScript", 0, 0, 0, 0, 190, 0, 0, 0, 0, 0, 0, 79, 35, 304
"h:\tools\cyclemetry\app\src\lib\activity\metric-series.js", "JavaScript", 0, 0, 0, 0, 294, 0, 0, 0, 0, 0, 0, 105, 58, 457
"h:\tools\cyclemetry\app\src\lib\activity\parse-helpers.js", "JavaScript", 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 45, 16, 118
"h:\tools\cyclemetry\app\src\lib\activity\parser.js", "JavaScript", 0, 0, 0, 0, 159, 0, 0, 0, 0, 0, 0, 44, 16, 219
"h:\tools\cyclemetry\app\src\lib\color-utils.js", "JavaScript", 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 22, 11, 70
"h:\tools\cyclemetry\app\src\lib\compose-refs.js", "JavaScript", 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 28, 9, 74
"h:\tools\cyclemetry\app\src\lib\config-utils.js", "JavaScript", 0, 0, 0, 0, 180, 0, 0, 0, 0, 0, 0, 64, 35, 279
"h:\tools\cyclemetry\app\src\lib\fonts.js", "JavaScript", 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 33, 8, 74
"h:\tools\cyclemetry\app\src\lib\geometryUtils.js", "JavaScript", 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 58, 31, 193
"h:\tools\cyclemetry\app\src\lib\interpolation.js", "JavaScript", 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 29, 14, 92
"h:\tools\cyclemetry\app\src\lib\previewPerf.js", "JavaScript", 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 16, 75
"h:\tools\cyclemetry\app\src\lib\theme.js", "JavaScript", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 9, 5, 28
"h:\tools\cyclemetry\app\src\lib\update-rate.js", "JavaScript", 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 26, 9, 72
"h:\tools\cyclemetry\app\src\lib\utils.js", "JavaScript", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 9, 4, 21
"h:\tools\cyclemetry\app\src\lib\widget-config.js", "JavaScript", 0, 0, 0, 0, 192, 0, 0, 0, 0, 0, 0, 74, 42, 308
"h:\tools\cyclemetry\app\src\lib\widget-icon-data.js", "JavaScript", 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 3, 33
"h:\tools\cyclemetry\app\src\lib\widget-icons.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 1, 9, 65
"h:\tools\cyclemetry\app\src\main.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 3, 3, 15
"h:\tools\cyclemetry\app\src\store\slices\createEditorSlice.js", "JavaScript", 0, 0, 0, 0, 181, 0, 0, 0, 0, 0, 0, 10, 44, 235
"h:\tools\cyclemetry\app\src\store\slices\createMediaSlice.js", "JavaScript", 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 9, 19, 121
"h:\tools\cyclemetry\app\src\store\slices\createTemplateSlice.js", "JavaScript", 0, 0, 0, 0, 273, 0, 0, 0, 0, 0, 0, 10, 49, 332
"h:\tools\cyclemetry\app\src\store\slices\createVideoImportSlice.js", "JavaScript", 0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 0, 1, 20, 144
"h:\tools\cyclemetry\app\src\store\store-utils.js", "JavaScript", 0, 0, 0, 0, 126, 0, 0, 0, 0, 0, 0, 63, 23, 212
"h:\tools\cyclemetry\app\src\store\useStore.js", "JavaScript", 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 14, 9, 61
"h:\tools\cyclemetry\app\vite.config.js", "JavaScript", 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 8, 12, 105
"h:\tools\cyclemetry\docs\ARCHITECTURE.md", "Markdown", 0, 0, 781, 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 895
"h:\tools\cyclemetry\docs\benchmarks.md", "Markdown", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 21
"h:\tools\cyclemetry\docs\ffmpeg-bundle-notice-template.md", "Markdown", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 14
"h:\tools\cyclemetry\docs\portable-distribution.md", "Markdown", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 36
"h:\tools\cyclemetry\package-lock.json", "JSON", 5911, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5912
"h:\tools\cyclemetry\package.json", "JSON", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 35
"h:\tools\cyclemetry\pnpm-lock.yaml", "YAML", 0, 0, 0, 6203, 0, 0, 0, 0, 0, 0, 0, 0, 1489, 7692
"h:\tools\cyclemetry\pnpm-workspace.yaml", "YAML", 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"h:\tools\cyclemetry\scripts\install-ffmpeg.mjs", "JavaScript", 0, 0, 0, 0, 263, 0, 0, 0, 0, 0, 0, 0, 41, 304
"h:\tools\cyclemetry\scripts\package-portable.mjs", "JavaScript", 0, 0, 0, 0, 119, 0, 0, 0, 0, 0, 0, 1, 16, 136
"h:\tools\cyclemetry\scripts\tauri.mjs", "JavaScript", 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 5, 44
"h:\tools\cyclemetry\src-tauri\build.rs", "Rust", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"h:\tools\cyclemetry\src-tauri\capabilities\default.json", "JSON", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18
"h:\tools\cyclemetry\src-tauri\icons\android\mipmap-anydpi-v26\ic_launcher.xml", "XML", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5
"h:\tools\cyclemetry\src-tauri\icons\android\values\ic_launcher_background.xml", "XML", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 4
"h:\tools\cyclemetry\src-tauri\icons\icon.svg", "XML", 0, 0, 0, 0, 0, 135, 0, 0, 0, 0, 0, 1, 2, 138
"h:\tools\cyclemetry\src-tauri\icons\logo.svg", "XML", 0, 0, 0, 0, 0, 142, 0, 0, 0, 0, 0, 1, 2, 145
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\activity\interpolate.rs", "Rust", 0, 259, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 16, 321
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\activity\mod.rs", "Rust", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 8, 58
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\activity\schema.rs", "Rust", 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 10, 194
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\activity\trim.rs", "Rust", 0, 219, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 13, 256
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\commands\mod.rs", "Rust", 0, 499, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 64, 649
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\config\mod.rs", "Rust", 0, 481, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 26, 614
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\codec_detect.rs", "Rust", 0, 685, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 22, 728
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\ffmpeg.rs", "Rust", 0, 314, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 21, 369
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\ffmpeg_composite.rs", "Rust", 0, 356, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 25, 446
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\ffmpeg_composite_profiles.rs", "Rust", 0, 246, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 13, 277
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\fps.rs", "Rust", 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 11, 102
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\mod.rs", "Rust", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 2, 33
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\progress.rs", "Rust", 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 12, 106
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\video.rs", "Rust", 0, 766, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 73, 899
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\video_composite_debug.rs", "Rust", 0, 209, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 16, 254
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\video_composite_pipeline.rs", "Rust", 0, 691, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 49, 818
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\video_debug.rs", "Rust", 0, 299, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 23, 351
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\video_pipeline.rs", "Rust", 0, 438, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 31, 518
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\video_probe.rs", "Rust", 0, 212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 30, 253
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\lib.rs", "Rust", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 2, 23
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\format.rs", "Rust", 0, 429, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 31, 500
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\mod.rs", "Rust", 0, 490, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 37, 587
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\surface.rs", "Rust", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 6, 49
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\text.rs", "Rust", 0, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 32, 324
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\common.rs", "Rust", 0, 662, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 54, 775
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\elevation.rs", "Rust", 0, 834, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 54, 934
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\mod.rs", "Rust", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 8, 64
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\route.rs", "Rust", 0, 525, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 40, 606
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\types.rs", "Rust", 0, 168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 19, 210
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\value.rs", "Rust", 0, 748, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 63, 865
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\activity_tests.rs", "Rust", 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14, 120
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\cancellation_tests.rs", "Rust", 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 16, 73
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\codec_detect_tests.rs", "Rust", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 21
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\commands_tests.rs", "Rust", 0, 270, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 306
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\common\mod.rs", "Rust", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\common\test_config.rs", "Rust", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13, 59
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\config_tests.rs", "Rust", 0, 167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 17, 189
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\ffmpeg_composite_tests.rs", "Rust", 0, 622, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 689
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\fixtures\activity\fit-parse-debug.json", "JSON", 177156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 177156
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\fixtures\activity\gpx-parse-debug.json", "JSON", 75161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 75162
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\fixtures\config\composite.json", "JSON", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\fixtures\config\invalid.json", "JSON", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\fixtures\config\simple.json", "JSON", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\fixtures\ffprobe\1080p.json", "JSON", 186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 187
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\format_tests.rs", "Rust", 0, 227, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 237
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\fps_tests.rs", "Rust", 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 18, 109
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\progress_tests.rs", "Rust", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 17, 76
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\rdp_tests.rs", "Rust", 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 108
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\value_widget_tests.rs", "Rust", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 53
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\video_composite_pipeline_tests.rs", "Rust", 0, 897, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 986
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\video_probe_tests.rs", "Rust", 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20, 92
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\video_tests.rs", "Rust", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 35
"h:\tools\cyclemetry\src-tauri\src\bin\benchmark_composite.rs", "Rust", 0, 457, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 60, 533
"h:\tools\cyclemetry\src-tauri\src\bin\benchmark_transparent.rs", "Rust", 0, 364, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 55, 423
"h:\tools\cyclemetry\src-tauri\src\bin\benchmark_widget_rate.rs", "Rust", 0, 460, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 65, 527
"h:\tools\cyclemetry\src-tauri\src\bin\parallel_render.rs", "Rust", 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16, 71
"h:\tools\cyclemetry\src-tauri\src\bin\render_preview.rs", "Rust", 0, 206, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 227
"h:\tools\cyclemetry\src-tauri\src\bin\render_video.rs", "Rust", 0, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 120
"h:\tools\cyclemetry\src-tauri\src\bin\validate_activity.rs", "Rust", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 38
"h:\tools\cyclemetry\src-tauri\src\lib.rs", "Rust", 0, 266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 37, 361
"h:\tools\cyclemetry\src-tauri\src\main.rs", "Rust", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 7
"h:\tools\cyclemetry\src-tauri\src\video_server.rs", "Rust", 0, 349, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 56, 461
"h:\tools\cyclemetry\src-tauri\tauri.conf.json", "JSON", 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 56
"h:\tools\cyclemetry\src-tauri\tauri.macos.conf.json", "JSON", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"h:\tools\cyclemetry\src-tauri\tests\video_server_tests.rs", "Rust", 0, 204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 24, 247
"h:\tools\cyclemetry\templates\recent-template-1080p.json", "JSON", 239, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 239
"h:\tools\cyclemetry\templates\recent-template.json", "JSON", 329, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 330
"Total", "-", 267019, 15398, 5979, 9793, 9416, 516, 19, 9, 5, 6165, 259, 5844, 8368, 328790
